school_name,city,state,zip,school_url,price_calculator_url,in_state_tuition,out_of_state_tuition,attendance_cost,median_debt,student_size,net_price_public,net_price_private,median_earnings_10yrs,completion_rate,admission_rate,sat_average,first_generation,median_family_income,age_entry,completion_rate_imputed,admission_rate_imputed,sat_average_imputed,first_generation_imputed
Contra Costa College,San Pablo,CA,94806,https://www.contracosta.edu/,https://misweb.cccco.edu/npc/311/npcalc.htm,1312,9012,13242,13500.0,4557,5570,0,40850,0.2294,,,0.5577630611,14339,26,False,True,True,False
Cosumnes River College,Sacramento,CA,95823-5799,https://www.crc.losrios.edu/,https://www.crc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,1288,10768,11048,10722.0,12073,3247,0,42446,0.3031,,,0.5133913043,16505,25,False,True,True,False
Crafton Hills College,Yucaipa,CA,92339-1799,www.craftonhills.edu/,https://misweb.cccco.edu/npc/981/npcalc.htm,1182,9942,20594,13500.0,4312,11740,0,42553,0.3247,,,0.5680970149,20504,23,False,True,True,False
Cuesta College,San Luis Obispo,CA,93403-8106,https://www.cuesta.edu/,https://misweb.cccco.edu/npc/641/npcalc.htm,1340,9348,17574,13750.0,7009,9435,0,46047,0.4347,,,0.4285714286,19228,25,False,True,True,False
Cuyamaca College,El Cajon,CA,92019,https://www.cuyamaca.edu/,https://misweb.cccco.edu/npc/021/npcalc.htm,1340,9852,12960,13500.0,6527,4633,0,32435,0.3248,,,0.6101134216,11353,29,False,True,True,False
Cypress College,Cypress,CA,90630-5897,www.cypresscollege.edu/,misweb.cccco.edu/npc/861/npcalc.htm,1146,9090,13843,10000.0,11865,4394,0,43533,0.332,,,0.5358838313,18919,23,False,True,True,False
De Anza College,Cupertino,CA,95014,https://www.deanza.edu/,https://misweb.cccco.edu/npc/421/npcalc.htm,1562,11507,12852,5625.0,14294,4000,0,56596,0.6782,,,0.520590043,20482,22,False,True,True,False
International School of Beauty Inc,Palm Desert,CA,92260-2740,https://btyschool.com/,btyschool.com/tution/,0,0,0,7083.0,186,0,18039,19799,0.75,,,0.6519337017,16739,27,False,True,True,False
Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,www.dellarte.com/school,https://www.dellarte.com/school-of-physical-theatre/tuition/,17650,17650,0,13500.0,8,0,0,35296,,,,,0,0,True,True,True,True
College of the Desert,Palm Desert,CA,92260,www.collegeofthedesert.edu/,https://misweb.cccco.edu/npc/931/npcalc.htm,1326,9138,18541,13500.0,8664,10374,0,39020,0.2839,,,0.6212863206,19994,23,False,True,True,False
Design Institute of San Diego,San Diego,CA,92121,www.disd.edu/,https://disd.studentaidcalculator.com/survey.aspx,27875,27875,36656,36844.0,90,0,33308,46920,0.5294,1.0,,,28781,26,False,False,True,True
Dharma Realm Buddhist University,Ukiah,CA,95482-6050,https://drbu.edu/,https://drbu.edu/admissions/financial-aid,21000,21000,0,13500.0,0,0,0,0,,0.5455,,,0,0,True,False,True,True
Diablo Valley College,Pleasant Hill,CA,94523,https://www.dvc.edu/,https://misweb.cccco.edu/npc/312/npcalc.htm,1312,9012,12949,10021.0,14387,4483,0,51378,0.4656,,,0.4531835206,16778,24,False,True,True,False
Dominican University of California,San Rafael,CA,94901-2298,https://www.dominican.edu/,https://www.shoppingsheet.com/Shopping/Landing/dominican,49426,49426,67130,27000.0,1139,0,44440,84713,0.7817,0.9318,1192.0,0.306122449,65976,21,False,False,False,False
Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,https://www.dspt.edu/,https://www.dspt.edu/tuition-and-fees,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
East Los Angeles College,Monterey Park,CA,91754-6099,www.elac.edu/,https://misweb.cccco.edu/npc/748/npcalc.htm,1238,9870,19153,10500.0,23499,10748,0,42006,0.2972,,,0.6852031888,17784,23,False,True,True,False
El Camino Community College District,Torrance,CA,90506,www.elcamino.edu/,www.finaid.org/calculators/studentbudget.phtml,1144,7984,12067,13500.0,16352,2635,0,41589,0.3679,,,0.5655002892,17500,23,False,True,True,False
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,www.emperors.edu/,Not Available. We will work on replacing this,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Empire College,Santa Rosa,CA,95403-2126,https://empcol.edu/,https://empcol.edu/files/empire/GE2017/NetPriceCalculator/npcalc.htm,0,0,0,13000.0,0,0,0,43090,0.5581,,,0.5321100917,20085,27,False,True,True,False
Evergreen Valley College,San Jose,CA,95135-1598,www.evc.edu/,https://misweb.cccco.edu/npc/471/npcalc.htm,1366,8286,23471,13219.0,6741,14206,0,53077,0.3522,,,0.6373152709,15200,26,False,True,True,False
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,90015-1421,www.fidm.edu/,https://npc.collegeboard.org/student/app/fidm,32645,32645,54330,13734.0,1780,0,39297,49840,0.7422,0.4171,,0.3015873016,44590,21,False,False,True,False
Feather River Community College District,Quincy,CA,95971-9124,www.frc.edu/,https://misweb.cccco.edu/npc/121/npcalc.htm,1461,9531,15677,10750.0,1243,5195,0,38142,0.3708,,,0.4843373494,24226,23,False,True,True,False
Federico Beauty Institute,Sacramento,CA,95834,federico.edu/,www.federico.edu/disclosures,0,0,0,6333.0,293,0,26766,29856,0.7586,,,0.4711538462,25880,25,False,True,True,False
Fielding Graduate University,Santa Barbara,CA,93105-3538,www.fielding.edu/,www.fielding.edu/how-to-apply/tuition-financial-aid/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Five Branches University,Santa Cruz,CA,95062,www.fivebranches.edu/,www.fivebranches.edu/dtcm-mtcm/financial-aid/62,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Redondo Beach Beauty College,Torrance,CA,90505,rbbeautycollege.com/,https://login.homesteadschools.com/rbbcalc/,0,0,0,13500.0,78,0,0,0,0.9375,,,,11728,31,False,True,True,True
Foothill College,Los Altos Hills,CA,94022,https://foothill.edu/,https://misweb.cccco.edu/npc/422/npcalc.htm,1565,11510,15403,10500.0,10193,6477,0,57072,0.5733,,,0.4988575781,19671,25,False,True,True,False
Franciscan School of Theology,San Diego,CA,92110,www.fst.edu/,www.fst.edu/admissions-aid/tuition-fees/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Fredrick and Charles Beauty College,Eureka,CA,95501,www.fandcbeauty.com/,www.fandcbeauty.com/resources,0,0,0,13500.0,72,0,12677,21826,0.6667,,,,8791,25,False,True,True,True
Fresno City College,Fresno,CA,93741,www.fresnocitycollege.edu/,https://misweb.cccco.edu/npc/571/npcalc.htm,1330,8890,11972,4058.0,18481,2802,0,37361,0.2396,,,0.522885101,16350,23,False,True,True,False
Fresno Pacific University,Fresno,CA,93702-4709,www.fresno.edu/,https://tcc.noellevitz.com/(S(2udqcz4v5juwacioemspbydx))/Fresno Pacific University/Freshman Students,34188,34188,41576,23146.0,1743,0,12482,58896,0.5787,0.75,,0.4657631954,31830,28,False,False,True,False
Fuller Theological Seminary,Pasadena,CA,91182,www.fuller.edu/,fuller.edu/paying-for-grad-school/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Fullerton College,Fullerton,CA,92832-2095,www.fullcoll.edu/,https://misweb.cccco.edu/npc/862/npcalc.htm,1150,9538,15591,4500.0,16426,7486,0,43366,0.3357,,,0.5327430363,20971,22,False,True,True,False
Gavilan College,Gilroy,CA,95020,https://www.gavilan.edu/,https://www.gavilan.edu/finaid/1819_cost_estimates.php,1166,7238,13368,13500.0,3805,5178,0,47169,0.3175,,,0.5640552995,20559,23,False,True,True,False
Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,www.gia.edu/gem-education,www.gia.edu/net-price-calculator,0,0,0,13500.0,154,0,32032,42588,0.7017,,,0.3333333333,18810,29,False,True,True,False
Glendale Community College,Glendale,CA,91208-2894,https://www.glendale.edu/,https://misweb.cccco.edu/npc/731/npcalc.htm,1171,8371,14536,8972.0,9350,6359,0,41540,0.3482,,,0.6018289669,12372,27,False,True,True,False
Glendale Career College,Glendale,CA,91203,www.success.edu/,nw.edu/ecamp/npc-nwc/npcalc.htm,0,0,0,9500.0,661,0,47032,41472,0.631,,,0.5517241379,20380,28,False,True,True,False
Golden Gate University,San Francisco,CA,94105-2968,www.ggu.edu/,www.ggu.edu/undergraduate/enrollment/financial-aid/net-price-calculator,0,0,0,29875.0,601,0,0,87434,,,,0.5273972603,38994,33,True,True,True,False
Golden West College,Huntington Beach,CA,92647-2710,www.goldenwestcollege.edu/,https://misweb.cccco.edu/npc/832/npcalc.htm,1190,9854,11422,7179.0,8728,2544,0,43145,0.4181,,,0.533719487,17597,23,False,True,True,False
Graduate Theological Union,Berkeley,CA,94709,www.gtu.edu/,www.gtu.edu/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Grossmont College,El Cajon,CA,92020-1799,https://www.grossmont.edu/,https://misweb.cccco.edu/npc/022/npcalc.htm,1332,9844,11522,8625.0,10994,3380,0,40309,0.2898,,,0.5503894265,14883,25,False,True,True,False
Salon Success Academy-Riverside,Riverside,CA,92506,www.salonsuccessacademy.com/,www.salonsuccessacademy.com/wp-content/uploads/2021/09/Riverside.html,0,0,0,11884.0,171,0,13077,21777,0.7551,,,0.6385542169,15029,25,False,True,True,False
Hartnell College,Salinas,CA,93901,www.hartnell.edu/,https://misweb.cccco.edu/npc/451/npcalc.htm,1404,8994,11638,13500.0,7600,3462,0,44316,0.3352,,,0.6476552598,24413,22,False,True,True,False
Harvey Mudd College,Claremont,CA,91711,https://www.hmc.edu/,https://npc.collegeboard.org/student/app/hmc,62817,62817,82236,25000.0,906,0,24203,138687,0.9321,0.1336,1539.0,,104805,19,False,False,False,True
Hilltop Beauty School,Daly City,CA,94014,www.hilltopbeautyschool.com/,www.hilltopbeautyschool.com/cosmetology-gedt/,0,0,0,13500.0,102,0,18342,25477,0.6364,,,0.5942028986,18040,33,False,True,True,False
Holy Names University,Oakland,CA,94619-1699,www.hnu.edu/,https://hnu.edu/admissions-aid/financial-aid/net-price-calculator/,42115,42115,55459,24125.0,564,0,14217,76410,0.5607,1.0,,0.4749034749,42253,22,False,False,True,False
Pacifica Graduate Institute,Carpinteria,CA,93013,www.pacifica.edu/,https://www.pacifica.edu/financial-aid/cost-of-attendance-2022-2023,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
California State Polytechnic University-Humboldt,Arcata,CA,95521-8299,www.humboldt.edu/,https://finaid.humboldt.edu/sites/default/files/calculator/,7864,19744,24202,18000.0,5373,8624,0,47626,0.4657,0.9818,,0.44061178,26596,22,False,False,True,False
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207,www.humphreys.edu/,www.humphreys.edu/admissions-aid/financial-aid/net-price-calculator/,14760,14760,28850,35500.0,158,0,14270,39248,0.5682,,,0.5897435897,17484,28,False,True,True,False
Imperial Valley College,Imperial,CA,92251-0158,www.imperial.edu/,www.imperial.edu/students/financial-aid-and-scholarships/cost-of-attendance/,1126,6646,11958,13500.0,6952,3607,0,34487,0.3676,,,0.6092073382,17104,23,False,True,True,False
Institute for Business and Technology,Santa Clara,CA,95051-1303,https://ibt.edu/,https://ibt.edu/net-price-calculator/,0,0,0,7853.0,614,0,26193,38015,0.7857,,,0.5595238095,19945,28,False,True,True,False
Interior Designers Institute,Newport Beach,CA,92660,https://www.idi.edu/,https://www.idi.edu/NetPriceCalculator/npcalc.html,20250,20250,35958,22082.0,96,0,0,54974,,,,,30429,30,True,True,True,True
International School of Cosmetology,Los Angeles,CA,90036,www.toniguy.edu/,scottsdale.toniguy.edu/net-price-calculator,0,0,0,13572.0,116,0,27739,22101,0.5238,,,0.4490861619,19621,25,False,True,True,False
Irvine Valley College,Irvine,CA,92618-0301,https://www.ivc.edu/,https://misweb.cccco.edu/npc/892/npcalc.htm,1150,9814,12297,6500.0,8398,1804,0,49156,0.5454,,,0.4255226481,18620,24,False,True,True,False
Bellus Academy-El Cajon,El Cajon,CA,92021,www.bellusacademy.edu/,https://www.bellusacademy.edu/wp-content/themes/bellus-gei/npc/el-cajon/,0,0,0,6333.0,187,0,17540,30807,0.73,,,0.443438914,24094,25,False,True,True,False
American Jewish University,Los Angeles,CA,90077-1519,www.aju.edu/,www.aju.edu/financial-aid/tuition-and-fees/net-price-calculator,0,0,0,13500.0,15,0,0,61954,0.5484,,,,13489,23,False,True,True,True
Reedley College,Reedley,CA,93654,www.reedleycollege.edu/,https://misweb.cccco.edu/npc/572/npcalc.htm,1330,8890,11996,2819.0,4897,2123,0,38493,0.3494,,,0.5395617772,21000,22,False,True,True,False
Life Pacific University,San Dimas,CA,91773-3298,https://www.lifepacific.edu/,https://lifepacific-netpricecalculator.s3.amazonaws.com/index.html,19140,19140,32241,22395.0,395,0,18815,43299,0.4933,0.9448,,0.3714285714,39700,21,False,False,True,False
University of La Verne,La Verne,CA,91750-4401,https://www.laverne.edu/,https://laverne.edu/financial-aid/npc/,47000,47000,59394,23500.0,3363,0,25769,65464,0.6669,0.7351,1116.0,0.5062086093,35393,26,False,False,False,False
Laguna College of Art and Design,Laguna Beach,CA,92651,www.lcad.edu/,https://www.lcad.edu/admissions/tuition-financial-aid/net-price-calculator,34600,34600,54255,27000.0,729,0,34814,47867,0.6667,0.8837,,0.219895288,57057,21,False,False,True,False
Lake Tahoe Community College,South Lake Tahoe,CA,96150,www.ltcc.edu/,https://misweb.cccco.edu/npc/221/npcalc.htm,1131,9087,16963,13500.0,2234,10472,0,36657,0.3585,,,0.4683195592,13517,25,False,True,True,False
Lancaster Beauty School,Lancaster,CA,93534,lancasterbeautyschool.com/,www.lancasterbeautyschool.com/about/net-price-calculator/,0,0,0,6333.0,66,0,19757,16220,0.5738,,,0.5151515152,15314,25,False,True,True,False
Laney College,Oakland,CA,94607,laney.edu/,https://laney.edu/financial_aid/financial-literacy/net-price-calculator/,1148,8684,20701,13500.0,6749,13384,0,37282,0.2545,,,0.6118421053,10623,29,False,True,True,False
Lassen Community College,Susanville,CA,96130,www.lassencollege.edu/,https://misweb.cccco.edu/npc/131/npcalc.htm,1129,9097,15362,13500.0,1431,3789,0,35994,0.2678,,,0.549382716,17498,25,False,True,True,False
Latin American Bible Institute,La Puente,CA,91746-3099,labi.edu/,https://solutions.campusivy.com/Apps/NPC?InstitutionId=38200,10520,10520,13845,13500.0,45,0,10347,0,0.3585,1.0,,,0,0,False,False,True,True
Life Chiropractic College West,Hayward,CA,94545-2570,www.lifewest.edu/,www.lifewest.edu/prospective-students/financial-aid/cost-of-program/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Lincoln University,Oakland,CA,94612-2801,https://lincolnuca.edu/,file.lincolnuca.edu/2021/Spring 2021/Others/npcalc.html,11420,11420,34141,13500.0,177,0,28597,53695,0.7551,,,,11104,26,False,True,True,True
Southern California Seminary,El Cajon,CA,92019-1108,www.socalsem.edu/,www.socalsem.edu/admissions/financial-aid/,18240,18240,0,13500.0,31,0,0,39607,,,,,10834,35,True,True,True,True
La Sierra University,Riverside,CA,92505-8247,https://lasierra.edu/,https://lasierra.edu/sfs/scholarships/,34902,34902,46981,27000.0,1216,0,20444,61824,0.4884,0.9185,,0.3961584634,39628,21,False,False,True,False
Loma Linda University,Loma Linda,CA,92350,www.llu.edu/index.html,www.llu.edu/explore/step1.html,0,0,0,20854.0,910,0,0,89816,,,,0.3838951311,28486,25,True,True,True,False
Long Beach City College,Long Beach,CA,90808-1706,www.lbcc.edu/,https://misweb.cccco.edu/npc/841/npcalc.htm,1556,11440,11632,10500.0,20670,4421,0,38870,0.2192,,,0.5643939394,16391,23,False,True,True,False
Southern California University of Health Sciences,Whittier,CA,90604,https://www.scuhs.edu/,https://www.scuhs.edu/financial-aid/,13215,13215,0,11400.0,114,0,0,70649,,,,,21545,32,True,True,True,True
Los Angeles Harbor College,Wilmington,CA,90744-2397,https://www.lahc.edu/,https://misweb.cccco.edu/npc/742/npcalc.htm,1238,9870,19579,13500.0,5796,11445,0,41133,0.2879,,,0.5535714286,18624,24,False,True,True,False
Los Angeles Pierce College,Woodland Hills,CA,91371-0002,www.lapc.edu/,https://misweb.cccco.edu/npc/744/npcalc.htm,1238,9870,19492,12936.0,12896,11309,0,44521,0.37,,,0.554770318,15511,25,False,True,True,False
Los Angeles Southwest College,Los Angeles,CA,90047-4899,https://www.lasc.edu/,https://misweb.cccco.edu/npc/745/npcalc.htm,1238,9870,14916,13500.0,3586,5919,0,32172,0.1871,,,0.583461736,11780,27,False,True,True,False
Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,www.lattc.edu/,www.lattc.edu/services/financial-aid/determining-financial-need,1238,9870,18037,10500.0,8565,9742,0,35233,0.2174,,,0.612590799,12342,26,False,True,True,False
Los Angeles Valley College,Valley Glen,CA,91401-4096,www.lavc.edu/,https://misweb.cccco.edu/npc/747/npcalc.htm,1238,9870,17931,10500.0,11706,10205,0,42678,0.3215,,,0.5610231425,14713,26,False,True,True,False
The Master's University and Seminary,Santa Clarita,CA,91321-1200,www.masters.edu/,https://www.masters.edu/financial-aid/total-cost-calculator,32870,32870,43642,20500.0,1496,0,23877,57106,0.7239,0.7818,,0.2282608696,62835,22,False,False,True,False
Los Angeles City College,Los Angeles,CA,90029,www.lacitycollege.edu/,misweb.cccco.edu/npc/741/npcalc.htm,1238,9870,16948,12750.0,10558,9397,0,36190,0.2373,,,0.5897435897,12348,28,False,True,True,False
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,https://dhs.lacounty.gov/wps/portal/dhs/conah/,Not Available. We will work on replacing this,0,0,0,9500.0,195,0,0,115318,,,,0.4579439252,19204,31,True,True,True,False
Los Angeles Mission College,Sylmar,CA,91342-3200,https://www.lamission.edu/,https://misweb.cccco.edu/npc/743/npcalc.htm,1238,9870,18877,12678.0,7055,11101,0,39834,0.2186,,,0.6992930941,18073,25,False,True,True,False
Los Medanos College,Pittsburg,CA,94565,https://www.losmedanos.edu/,https://misweb.cccco.edu/npc/313/npcalc.htm,1312,9012,12382,13500.0,6709,4422,0,42454,0.3705,,,0.5125973431,16223,25,False,True,True,False
Loyola Marymount University,Los Angeles,CA,90045-2659,https://www.lmu.edu/,https://lmu.studentaidcalculator.com/survey.aspx,55926,55926,72553,19500.0,7138,0,34328,78349,0.8013,0.4131,1378.0,0.2240373396,69000,20,False,False,False,False
Lu Ross Academy,Ventura,CA,93001-2729,www.lurossacademy.com/,www.lurossacademy.com/school/net-price-calculator/,0,0,0,6333.0,263,0,15025,23148,0.6711,,,0.5778443114,20585,25,False,True,True,False
Lyle's College of Beauty,Bakersfield,CA,93301,lylescolleges.com/,lylescolleges.com/,0,0,0,6333.0,90,0,19478,25913,0.4103,,,0.6050420168,14595,26,False,True,True,False
Lyle's College of  Beauty,Fresno,CA,93710,lylescolleges.com/,lylescolleges.com/,0,0,0,6333.0,88,0,17824,25913,0.5714,,,0.6050420168,14595,26,False,True,True,False
Lytles Redwood Empire Beauty College,Santa Rosa,CA,95403,www.lytlesrebc.edu/,https://www.lytlesrebc.edu/college/consumer-student-information/,0,0,0,8682.0,117,0,22504,20358,0.8572,,,0.55,24423,24,False,True,True,False
MTI College,Sacramento,CA,95841-9817,www.mticollege.edu/,www.mticollege.edu/programs_npcalc/,0,0,0,8836.0,952,0,19606,45328,0.6454,0.9407,,0.4764397906,19868,27,False,False,True,False
College of Marin,Kentfield,CA,94904-2590,www.marin.edu/,www.marin.edu/financial_aid/NetPriceCalculator/npcalc.htm,1494,9864,16507,10062.0,3648,7925,0,42654,0.342,,,0.4635761589,15491,26,False,True,True,False
Mendocino College,Ukiah,CA,95482,www.mendocino.edu/,misweb.cccco.edu/npc/141/npcalc.htm,1423,8893,16539,10836.0,2353,8207,0,40243,0.269,,,0.5447761194,16089,26,False,True,True,False
Menlo College,Atherton,CA,94027-4301,www.menlo.edu/,npc.collegeboard.org/app/menlo,49090,49090,63412,21750.0,786,0,21603,76419,0.5596,0.6172,,0.4006849315,49601,20,False,False,True,False
